zero_ten,4
ten_twenty,1
twenty_thirty,2
thirty_forty,2
forty_fifty,2
fifty_sixty,1
sixty_seventy,1
seventy_eighty,1
eighty_ninety,5
ninety_hundred,4
hundred_or_more,38
