zero_ten,206
ten_twenty,227
twenty_thirty,263
thirty_forty,207
forty_fifty,145
fifty_sixty,115
sixty_seventy,75
seventy_eighty,57
eighty_ninety,43
ninety_hundred,26
hundred_or_more,165
